#Wave		#Intensity
2317.257813	1902.867310
2315.403320	2040.326538
2313.546875	2026.136230
2311.690430	2091.410156
2309.833984	1993.745728
2307.976563	1975.548462
2306.118164	2116.105225
2304.258789	1968.776855
2302.399414	2039.331543
2300.539063	2042.644043
2298.677734	2064.760986
2296.816406	2104.319580
2294.954102	2110.289307
2293.090820	2153.828857
2291.227539	2146.361572
2289.363281	2136.217041
2287.498047	2156.911377
2285.632813	2117.288086
2283.766602	2172.802979
2281.899414	2158.644531
2280.031250	2192.686523
2278.163086	2158.457764
2276.294922	2196.488281
2274.424805	2131.525635
2272.554688	2182.905273
2270.683594	2166.098145
2268.812500	2090.527588
2266.940430	2171.243408
2265.067383	2227.874268
2263.193359	2233.758057
2261.319336	2226.298340
2259.444336	2190.841064
2257.569336	2195.397461
2255.693359	2289.227783
2253.816406	2231.140137
2251.938477	2179.751221
2250.060547	2286.796875
2248.181641	2270.019531
2246.301758	2249.263428
2244.421875	2317.609131
2242.541016	2290.203857
2240.660156	2322.610352
2238.777344	2239.435303
2236.894531	2378.058594
2235.010742	2310.849609
2233.126953	2396.274658
2231.242188	2356.959961
2229.356445	2288.502930
2227.470703	2314.199463
2225.583984	2386.250977
2223.696289	2349.642578
2221.807617	2437.517822
2219.918945	2359.886475
2218.029297	2402.709961
2216.139648	2417.727783
2214.248047	2403.647461
2212.356445	2427.905029
2210.464844	2457.429932
2208.571289	2447.311279
2206.677734	2445.121094
2204.784180	2473.287109
2202.888672	2492.197266
2200.993164	2470.209229
2199.097656	2540.523193
2197.200195	2552.798340
2195.302734	2522.906006
2193.404297	2560.200439
2191.504883	2526.376221
2189.605469	2516.264404
2187.705078	2548.257568
2185.804688	2581.542725
2183.902344	2643.725342
2182.000000	2559.990967
2180.097656	2589.293701
2178.193359	2538.468262
2176.289063	2607.139404
2174.383789	2514.349365
2172.478516	2565.925781
2170.572266	2664.673584
2168.665039	2630.950684
2166.756836	2609.045166
2164.848633	2636.933105
2162.939453	2639.920166
2161.029297	2692.647461
2159.119141	2639.343994
2157.208008	2661.947021
2155.295898	2574.693359
2153.383789	2622.138184
2151.470703	2634.267822
2149.556641	2714.311768
2147.641602	2674.168945
2145.726563	2653.633789
2143.810547	2680.085938
2141.893555	2681.736084
2139.976563	2713.373779
2138.058594	2718.919922
2136.139648	2775.276611
2134.220703	2806.845459
2132.299805	2734.229736
2130.378906	2812.645264
2128.458008	2766.100098
2126.536133	2749.501953
2124.613281	2831.726563
2122.689453	2838.510010
2120.764648	2867.374756
2118.839844	2833.877930
2116.915039	2783.527100
2114.988281	2907.119873
2113.061523	2871.048584
2111.133789	2886.878174
2109.205078	2853.431885
2107.276367	2910.726074
2105.346680	2918.749756
2103.416016	2915.111816
2101.484375	2907.592285
2099.552734	2991.958740
2097.620117	2897.742188
2095.687500	2879.889893
2093.752930	2993.905762
2091.818359	2943.724609
2089.882813	2941.374756
2087.947266	3006.174072
2086.010742	2926.351318
2084.073242	3027.239014
2082.134766	3063.557617
2080.196289	3012.166504
2078.256836	2969.834717
2076.316406	3000.978760
2074.375977	3008.914795
2072.433594	3060.622803
2070.492188	3024.767822
2068.548828	2969.637939
2066.605469	2995.578369
2064.660156	3031.785400
2062.715820	3035.833496
2060.769531	3095.125488
2058.823242	3058.047607
2056.875977	3092.893555
2054.927734	3120.013184
2052.979492	3029.079834
2051.030273	3149.824463
2049.080078	3155.097656
2047.129883	3165.492676
2045.177734	3118.229492
2043.225586	3172.171387
2041.273438	3176.145996
2039.319336	3159.641846
2037.365234	3181.526611
2035.410156	3197.000977
2033.455078	3213.741943
2031.498047	3171.687744
2029.541016	3207.585693
2027.583008	3225.579590
2025.625000	3232.071289
2023.666016	3215.589355
2021.706055	3384.075684
2019.745117	3302.518799
2017.784180	3322.991699
2015.821289	3283.562744
2013.859375	3352.427734
2011.895508	3371.585205
2009.931641	3302.905029
2007.966797	3399.677490
2006.000977	3378.094971
2004.034180	3329.827637
2002.067383	3483.675781
2000.099609	3359.174561
1998.130859	3299.534180
1996.162109	3375.780273
1994.192383	3385.976807
1992.221680	3316.240479
